"","feature","symbol","human_ortholog","gene_title","chr","source","gene_name","uniprot"
"BC027756","BC027756","Cdc73","CDC73","cell division cycle 73, Paf1/RNA polymerase II complex component",NA,"org.Mm.eg.db","BC027756","Q8JZM7"
"BC029214","BC029214","Paxx","PAXX","non-homologous end joining factor",NA,"org.Mm.eg.db","BC029214","Q8C6V7;Q8K0Y7;A2AJ30"
"BC029716","BC029716","2010315B03Rik","","RIKEN cDNA 2010315B03 gene",NA,"org.Mm.eg.db","BC029716","J3QK55"
"BC033606","BC033606","Plb1","PLB1","phospholipase B1",NA,"org.Mm.eg.db","BC033606","Q0VEX7;Q3TTY0;Q9D4Y6;Q8K255"
"BC034753","BC034753","Neil3","NEIL3","nei like 3 (E. coli)",NA,"org.Mm.eg.db","BC034753","Q4ADY6;Q8CD85;Q8K203;Q8R3P4"
"BC037594","BC037594","Frem1","FREM1","Fras1 related extracellular matrix protein 1",NA,"org.Mm.eg.db","BC037594","A2ADN1;Q5H8C2;Q5M7B3;Q684R7;Q8C732"
"BC054822","BC054822","Wdr81","WDR81","WD repeat domain 81",NA,"org.Mm.eg.db","BC054822","G5E8V0;K4DI77;Q3TA90;Q3TUS9;Q5ND34;Q6KAR1"
"BC055107","BC055107","Fam107a","FAM107A","family with sequence similarity 107, member A",NA,"org.Mm.eg.db","BC055107","Q78TU8;A0A5S8E879"
"Bicc1","Bicc1","Bicc1","BICC1","BicC family RNA binding protein 1","10","org.Mm.eg.db","Bicc1","G3X8S6;Q6P6K3;Q8C286;Q99MQ1"
"Birc5","Birc5","Birc5","BIRC5","baculoviral IAP repeat-containing 5","11","org.Mm.eg.db","Birc5","O70201;Q549P2;Q923F7;Q9WU53;Q9WU54"
"Bmf","Bmf","Bmf","BMF","BCL2 modifying factor","2","org.Mm.eg.db","Bmf","A2AV74;Q8BUK0;Q91ZE9;A2AV75"
"Bmp2k","Bmp2k","Bmp2k","BMP2K","BMP2 inducible kinase","5","org.Mm.eg.db","Bmp2k","Q8C8L7;Q91Z96"
"Bmp5","Bmp5","Bmp5","BMP5","bone morphogenetic protein 5","9","org.Mm.eg.db","Bmp5","Q496P8"
"Bok","Bok","Bok","BOK","BCL2-related ovarian killer","1","org.Mm.eg.db","Bok","O35425;Q3TH93"
"Brd2","Brd2","Brd2","BRD2","bromodomain containing 2","17","org.Mm.eg.db","Brd2","B2RS09;O54795;O88411;Q3UGI0;Q5DTS6;Q794H7;Q794H9;Q7JJ13;Q99PC5"
"Bri3bp","Bri3bp","Bri3bp","BRI3BP","Bri3 binding protein","5","org.Mm.eg.db","Bri3bp","A0A0G2JGE0;Q8BXP1;Q8BXV2;Q9CWE5"
"Bucs1","Bucs1","Acsm1","ACSM1","acyl-CoA synthetase medium-chain family member 1","7","org.Mm.eg.db","Bucs1","D3Z106;Q3UED4;Q91VA0"
"Bves","Bves","Popdc1","","popeye domain cAMP effector 1","10","org.Mm.eg.db","Bves","A2RS91;Q8C8L3;Q9ES83"
"C030032C09Rik","C030032C09Rik","Anks1b","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B","10","org.Mm.eg.db","C030032C09Rik","S4R286;S4R2H2;S4R2I2;S4R2Q2;A0A0R4J2A2;S4R2H8;A0A0R4J2A8;A0A140T8U6;S4R2E3;S4R1Q0;A0A0R4J2A6;S4R2H3;E9QPP6;S4R1H2;E9Q644;Q4KMR9;Q8BIZ1;Q8BJ47;Q8BJ49;Q8BZM2"
"C130044A18Rik","C130044A18Rik","Phlpp2","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2","8","org.Mm.eg.db","C130044A18Rik","J3QM82;Q148U6;Q8BX96;Q8BXA7"
"C130073D16Rik","C130073D16Rik","Zfp384","ZNF384","zinc finger protein 384","6","org.Mm.eg.db","C130073D16Rik","A0AA74KTG5;E9Q8N7;E9QAR1;E9QAR4;Q6P3F1;E9Q1A5;E9QAR6;D3YX49"
"C1galt1","C1galt1","C1galt1","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1","6","org.Mm.eg.db","C1galt1","Q6P218;Q8R0Z7;Q9JJ06"
"C1qr1","C1qr1","Cd93","CD93","CD93 antigen","2","org.Mm.eg.db","C1qr1","A2AVY5;O89103;Q3U2X0"
"C230096C10Rik","C230096C10Rik","","",NA,NA,"org.Mm.eg.db","C230096C10Rik",NA
"C330018J07Rik","C330018J07Rik","Lrrc58","LRRC58","leucine rich repeat containing 58","16","org.Mm.eg.db","C330018J07Rik","B2RU81;Q3UGP9;Q8BX06"
"C430010P07Rik","C430010P07Rik","Kansl1l","KANSL1L","KAT8 regulatory NSL complex subunit 1-like","1","org.Mm.eg.db","C430010P07Rik","B2RUA4;B2KGC3;E9QLD1;Q3TC00;Q5DTI6;Q8BNM1;Q8C4R5;F6ULJ7;E9QLE2"
"C530025K05Rik","C530025K05Rik","Creb3l2","CREB3L2","cAMP responsive element binding protein 3-like 2","6","org.Mm.eg.db","C530025K05Rik","B2RRL0;Q8BH52;Q8CB61;Q8CBN2"
"C630028N24Rik","C630028N24Rik","Hykk","HYKK","hydroxylysine kinase 1","9","org.Mm.eg.db","C630028N24Rik","Q3TQ48;Q3TRW8;Q3UU28;Q5U5V2;Q8C3L8"
"C730031G17","C730031G17","Ugt2b35","UGT2B7","UDP glucuronosyltransferase 2 family, polypeptide B35","5","org.Mm.eg.db","C730031G17","Q3UEI8;Q8BJL9"
"C79267","C79267","","",NA,NA,"org.Mm.eg.db","C79267",NA
"C80879","C80879","","",NA,NA,"org.Mm.eg.db","C80879",NA
"C86987","C86987","","",NA,NA,"org.Mm.eg.db","C86987",NA
"Calb3","Calb3","S100g","S100G","S100 calcium binding protein G","X","org.Mm.eg.db","Calb3","P97816;Q5VM59;Q91XG5"
"Calcrl","Calcrl","Calcrl","CALCRL","calcitonin receptor-like","2","org.Mm.eg.db","Calcrl","A2AR99;Q9QXH8;Q9R1W5;Q9WUP2"
"Cald1","Cald1","Cald1","CALD1","caldesmon 1","6","org.Mm.eg.db","Cald1","E9Q0M9;E9QA16;D3Z6I7;Q8VCQ8;E9QA15"
"Camkk2","Camkk2","Camkk2","CAMKK2","calcium/calmodulin-dependent protein kinase kinase 2, beta","5","org.Mm.eg.db","Camkk2","Q80TS0;Q8BXM8;Q8C078;Q8C0G3;Q8CH42;Q8QZT7;A0A0G2JET2"
"Camp","Camp","Camp;Vamp5","CAMP","cathelicidin antimicrobial peptide; vesicle-associated membrane protein 5","9;6","org.Mm.eg.db","Camp","P51437;Q0VB78;Q3TZ97;Q5M9K2;Q791P0;Q9Z2P8"
"Car12","Car12","Car12","CA12","carbonic anhydrase 12","9","org.Mm.eg.db","Car12","Q8BKG6;Q8CI85;Q8K2J1;A0A0R4J0W4;Q3TC80"
"Card10","Card10","Card10","CARD10","caspase recruitment domain family, member 10","15","org.Mm.eg.db","Card10","E9PUV9;P58660"
"Carkl","Carkl","Shpk","SHPK","sedoheptulokinase","11","org.Mm.eg.db","Carkl","Q5SSE0;Q9D5J6"
"Casp4","Casp4","Casp4","CASP4","caspase 4, apoptosis-related cysteine peptidase","9","org.Mm.eg.db","Casp4","C6L648;O08735;P70343;Q3TAF3;Q6P8H1"
"Casq1","Casq1","Casq1","CASQ1","calsequestrin 1","1","org.Mm.eg.db","Casq1","O09165;Q6P3C3"
"Ccdc3","Ccdc3","Ccdc3","CCDC3","coiled-coil domain containing 3","2","org.Mm.eg.db","Ccdc3","Q9D6Y1"
"Ccl6","Ccl6","Ccl6","","C-C motif chemokine ligand 6","11","org.Mm.eg.db","Ccl6","P27784;Q3U3W3;Q5QNW1;Q99M24;Q9D830"
"Ccnb1","Ccnb1","Ccnb1","CCNB1","cyclin B1","13","org.Mm.eg.db","Ccnb1","P24860;Q3TFV6;Q3TQW9;Q3UWL3"
"Ccnd2","Ccnd2","Ccnd2","CCND2","cyclin D2",NA,"org.Mm.eg.db","Ccnd2","P30280;Q4FK45"
"Cd36","Cd36","Cd36","CD36","CD36 molecule","5","org.Mm.eg.db","Cd36","Q08857;Q3TA14;Q3UAI3;Q3UC79;Q8C6Z4"
"Cd3d","Cd3d","Cd3d","CD3D","CD3 antigen, delta polypeptide","9","org.Mm.eg.db","Cd3d","P04235;Q3U4T1;Q3V3B4;Q6P5P1"
"Cd3g","Cd3g","Cd3g","CD3G","CD3 antigen, gamma polypeptide","9","org.Mm.eg.db","Cd3g","Q3UZ65;P11942;Q3U4Y3"
"Cd4","Cd4","Cd4","CD4","CD4 antigen","6","org.Mm.eg.db","Cd4","P06332;Q3TSV7;Q61396"
"Cd59a","Cd59a","Cd59a","CD59","CD59a antigen","2","org.Mm.eg.db","Cd59a","A2BI31;O55186;Q542R7;Q920G6"
"Cd86","Cd86","Cd86","CD86","CD86 antigen","16","org.Mm.eg.db","Cd86","P42082;Q3T9F8;Q3TDR5;Q549Q9;Q61238"
"Cd97","Cd97","Adgre5","ADGRE5","adhesion G protein-coupled receptor E5","8","org.Mm.eg.db","Cd97","A0A0D9SEG8;Q4FJS6;E9QMJ5;Q923A1;Q9CVI5;Q9JLQ8;Q9Z0M6;Q9DC42;E9QJS7"
"Cdc42ep1","Cdc42ep1","Cdc42ep1","CDC42EP1","CDC42 effector protein 1","15","org.Mm.eg.db","Cdc42ep1","A0A0R4J0S1;Q91W92;Q9D8M1"
"Cdca1","Cdca1","Nuf2","NUF2","NUF2, NDC80 kinetochore complex component","1","org.Mm.eg.db","Cdca1","Q8BTK7;Q8VE05;Q99P69;Q9CST5"
"Cds1","Cds1","Chek2;Cds1","CHEK2","checkpoint kinase 2; CDP-diacylglycerol synthase 1","5","org.Mm.eg.db","Cds1","Q543W6;Q9Z265;P98191;Q8CGZ1"
"Ceacam1","Ceacam1","Ceacam1","CEACAM1","CEA cell adhesion molecule 1","7","org.Mm.eg.db","Ceacam1","P31809;Q61350;Q61353;Q925P3;Q61351;Q3LFS6;Q3LFS8;Q3LFS9;Q61354;Q3LFS5"
"Centa2","Centa2","Adap2","ADAP2","ArfGAP with dual PH domains 2","11","org.Mm.eg.db","Centa2","Q3V340;Q5SSK2;Q8R2V5"
"Cer1","Cer1","Cer1;Acer1","CER1","cerberus 1, DAN family BMP antagonist; alkaline ceramidase 1","4;17","org.Mm.eg.db","Cer1","A2ADM9;O35213;O55233;A1L3S2;Q8R4X1"
"Cfhl1","Cfhl1","Cfhr1","CFHR1","complement factor H-related 1","1","org.Mm.eg.db","Cfhl1","Q61406"
"Chga","Chga","Chga","CHGA","chromogranin A","12","org.Mm.eg.db","Chga","P26339"
"Chgb","Chgb","Chgb","CHGB","chromogranin B","2","org.Mm.eg.db","Chgb","P16014;Q3TY66;Q8BP91"
"Chml","Chml","Chml","CHML","choroideremia-like","1","org.Mm.eg.db","Chml","A0A0R4J1A1;Q0VF88;Q8CH16;Q9QZD5"
"Chpt1","Chpt1","Chpt1","CHPT1","choline phosphotransferase 1","10","org.Mm.eg.db","Chpt1","D3YU39;Q6SXV1;Q8C025;Q8K0H2;Q91W91"
"Chst12","Chst12","Chst12","CHST12","carbohydrate sulfotransferase 12","5","org.Mm.eg.db","Chst12","Q3TCX9;Q3TQH4;Q99LL3;Q9JJS3"
"Chsy1","Chsy1","Chsy1","CHSY1","chondroitin sulfate synthase 1","7","org.Mm.eg.db","Chsy1","A8E636;Q6ZQ11;A2VCT7"
"Cks1","Cks1","Cks1b","CKS1B","CDC28 protein kinase 1b","3","org.Mm.eg.db","Cks1","P61025;Q6ZWX7;Q9D0L3"
"Clcn2","Clcn2","Clcn2","CLCN2","chloride channel, voltage-sensitive 2","16","org.Mm.eg.db","Clcn2","A9C437;Q0VBC2;Q9R0A1;Q9WUJ9"
"Clcn5","Clcn5","Clcn5","CLCN5","chloride channel, voltage-sensitive 5","X","org.Mm.eg.db","Clcn5","B1ATV0;B1AXN0;Q3UL16;Q9WVD4"
"Cldn5","Cldn5","Cldn5","CLDN5","claudin 5","16","org.Mm.eg.db","Cldn5","O54942;O88789"
"Clic1","Clic1","Clic1","CLIC1","chloride intracellular channel 1","17","org.Mm.eg.db","Clic1","Q3TIP8;Q542F1;Q9Z1Q5"
"Cml2","Cml2","Nat8f2","","N-acetyltransferase 8 (GCN5-related) family member 2","6","org.Mm.eg.db","Cml2","Q8C7E5;Q8CHQ9;Q9JIY9"
"Cntnap2","Cntnap2","Cntnap2","CNTNAP2","contactin associated protein-like 2","6","org.Mm.eg.db","Cntnap2","E9QNF7;Q6P2K4;Q6ZQ31;Q9CPW0;Q3SYI6"
"Col4a2","Col4a2","Col4a2","COL4A2","collagen, type IV, alpha 2","8","org.Mm.eg.db","Col4a2","B2RQQ8;P08122;Q3B7C2;Q3TPV9;Q61375;Q66JS5;Q6RCT6;Q6RCT7;Q6U9X1;Q8BPI9;Q8BPK3;Q91VI3"
"Copg","Copg","Copg1","COPG1","coatomer protein complex, subunit gamma 1","6","org.Mm.eg.db","Copg","Q3U9F4;Q8BP96;Q8R1A7;Q922C6;Q9QZE5;Q7TNQ1"
"Copg2","Copg2","Copg2","COPG2","coatomer protein complex, subunit gamma 2","6","org.Mm.eg.db","Copg2","A6H6J5;Q3TQD5;Q3UEL6;Q8C2J6;Q9QXK3"
"Cox10","Cox10","Cox10","COX10","heme A:farnesyltransferase cytochrome c oxidase assembly factor 10","11","org.Mm.eg.db","Cox10","Q3TAS4;Q3U3N1;Q8CFY5"
"Cox7a1","Cox7a1","Cox7a1","COX7A1","cytochrome c oxidase subunit 7A1","7","org.Mm.eg.db","Cox7a1","A0A140LIU4;P56392;Q792A4"
"Cox7a2","Cox7a2","Cox7a2","COX7A2","cytochrome c oxidase subunit 7A2","9","org.Mm.eg.db","Cox7a2","O54969;P48771;Q545J7"
"Cox7c","Cox7c","Cox7c","COX7C","cytochrome c oxidase subunit 7C","13","org.Mm.eg.db","Cox7c","P17665;Q3U5S7"
"Cox8b","Cox8b","Cox8b","COX8C","cytochrome c oxidase subunit 8B","7","org.Mm.eg.db","Cox8b","P48772;Q545U6"
"Cpb2","Cpb2","Capzb","CAPZB","capping actin protein of muscle Z-line subunit beta",NA,"org.Mm.eg.db","Cpb2","A2AMV7;P47757;Q3TVK4;Q923G3"
"Cpeb4","Cpeb4","Cpeb4","CPEB4","cytoplasmic polyadenylation element binding protein 4","11","org.Mm.eg.db","Cpeb4","Q3TSF0;Q7TN98;A6H6G0;Q69ZD7;Q5SU48"
"Cps1","Cps1","Cps1","CPS1","carbamoyl-phosphate synthetase 1","1","org.Mm.eg.db","Cps1","A0JNU4;Q6NX75;Q8C196"
"CRAD-L","CRAD-L","Rdh16","RDH16","retinol dehydrogenase 16","10","org.Mm.eg.db","CRAD-L","E9Q9P8;O54909"
"Crebbp","Crebbp","Crebbp","CREBBP","CREB binding protein","16","org.Mm.eg.db","Crebbp","E9QPH4;F8VPR5;P45481;A0A0U1RQB6"
"Crem","Crem","Crem","CREM","cAMP responsive element modulator","18","org.Mm.eg.db","Crem","F6U9F5;Q3TTH6;Q9CQ87;E9PV35;F6XRJ7;F6QWT6;Q78Z98;F6VJ22;F6Q346;P27698;P27699;Q5XTP8;Q5XTP9;Q5XTQ0;Q5XTQ1;Q5XTQ2;Q5XTQ3;Q99JF1;F6RB97;F6W4F5;F6QKL8;D3Z326;D3Z6A5;D3Z2U7;D3Z7M6;E9PWV9;D3YXV5;D3Z011;D3Z0R0;D3YVP3;A0A0R4J1S0;D3Z7P7;A0A0R4J1V7;D3Z773"
"Crtac1","Crtac1","Crtac1","CRTAC1","cartilage acidic protein 1","19","org.Mm.eg.db","Crtac1","A0A571BE99;Q3UF32;Q3UF40;Q8BMF1;Q8R3V8;Q8R555"
"Cs","Cs","Cs","CS","citrate synthase","10","org.Mm.eg.db","Cs","Q3UDP3;Q9CZU6;Q9DAM4"
"Csf1r","Csf1r","Csf1r","CSF1R","colony stimulating factor 1 receptor","18","org.Mm.eg.db","Csf1r","P09581;Q0P635;Q3U1Y3;Q3U3P1;Q3UKC6;Q9DBH9"
"Csf2rb2","Csf2rb2","Csf2rb2","CSF2RB","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)","15","org.Mm.eg.db","Csf2rb2","A0A2R8VHE8;Q3U1Z1;P26954;Q3U241"
"Csnk2a1","Csnk2a1","Csnk2a1","CSNK2A1","casein kinase 2, alpha 1 polypeptide","2","org.Mm.eg.db","Csnk2a1","Q60737;Q61177;Q8R0X4"
"Ctps","Ctps","Ctps1","CTPS1","cytidine 5'-triphosphate synthase 1","4","org.Mm.eg.db","Ctps","P70698;Q922Y4"
"Ctrb","Ctrb","Ctrb1","CTRB2","chymotrypsinogen B1","8","org.Mm.eg.db","Ctrb","Q9CR35;Q9D8X8;Q9DC86"
"Cts7","Cts7","Cts7","","cathepsin 7","13","org.Mm.eg.db","Cts7","A0A286YDP3;Q91ZF2;Q9JI84"
"Ctsc","Ctsc","Ctsc","CTSC","cathepsin C","7","org.Mm.eg.db","Ctsc","Q3U7T5;Q3TIF1;Q3UAF5;Q8BQL3;O08853;P97821;Q3UBY5"
"Ctsk","Ctsk","Ctsk","CTSK","cathepsin K","3","org.Mm.eg.db","Ctsk","O88718;P55097;Q545T0"
"Cttnbp2","Cttnbp2","Cttnbp2","CTTNBP2","cortactin binding protein 2","6","org.Mm.eg.db","Cttnbp2","B9EJA2;G3X9L7;Q69ZB2;Q8BVG1;Q8C044"
"Cwf19l2","Cwf19l2","Cwf19l2","CWF19L2","CWF19 like cell cycle control factor 2","9","org.Mm.eg.db","Cwf19l2","Q3TIS8;Q3UX04;Q80XN7;Q8BG79;Q8BZV5;Q8C0F8"
"Cxcl1","Cxcl1","Cxcl1","CXCL2","C-X-C motif chemokine ligand 1","5","org.Mm.eg.db","Cxcl1","A2RTH0;P12850;Q5U5W9"
"Cxcl14","Cxcl14","Cxcl14","CXCL14","C-X-C motif chemokine ligand 14","13","org.Mm.eg.db","Cxcl14","Q548T5;Q91V02;Q9JHH7;Q9WUQ5"
"Cxcl5","Cxcl5","Cxcl5","CXCL6","C-X-C motif chemokine ligand 5","5","org.Mm.eg.db","Cxcl5","P50228;Q790R4;Q8K3I3"
"Cybb","Cybb","Cybb","CYBB","cytochrome b-245, beta polypeptide","X","org.Mm.eg.db","Cybb","Q3U4P0;Q3U6G0;Q61093;Q8C6S5"
"Cyfip2","Cyfip2","Cyfip2","CYFIP2","cytoplasmic FMR1 interacting protein 2","11","org.Mm.eg.db","Cyfip2","Q3UH21;Q3UHS8;Q5SQX6;Q8BSW0;Q8CHA9;Q924D3;Q9R181;Q6PGK0"
"Cyp2d13","Cyp2d13","Cyp2d13","","cytochrome P450, family 2, subfamily d, polypeptide 13","15","org.Mm.eg.db","Cyp2d13",NA
"Cysltr1","Cysltr1","Cysltr1","CYSLTR1","cysteinyl leukotriene receptor 1","X","org.Mm.eg.db","Cysltr1","Q544P1;Q99JA4;Q9JJ71;Q9JK47"
"D030051N19Rik","D030051N19Rik","Ambra1","AMBRA1","autophagy/beclin 1 regulator 1","2","org.Mm.eg.db","D030051N19Rik","A2AH22;A2AH21;A2AH24;Q3TF60;Q3U239;Q3UF70;Q6ZPJ1;Q8BJJ8;Q8BYW8"
"D10Bur2e","D10Bur2e","Ankrd24","ANKRD24","ankyrin repeat domain 24","10","org.Mm.eg.db","D10Bur2e","E9QJV7;Q80VM7;Q8VD21"
"D11Bwg0280e","D11Bwg0280e","","",NA,NA,"org.Mm.eg.db","D11Bwg0280e",NA
"D16H22S680E","D16H22S680E","Tango2","TANGO2","transport and golgi organization 2","16","org.Mm.eg.db","D16H22S680E","P54797;Q8BTN3"
"D19Ertd652e","D19Ertd652e","Cfap43","CFAP43","cilia and flagella associated protein 43","19","org.Mm.eg.db","D19Ertd652e","E9Q7R9"
"D1Bwg0212e","D1Bwg0212e","Cnot11","CNOT11","CCR4-NOT transcription complex, subunit 11","1","org.Mm.eg.db","D1Bwg0212e","Q3TJG9;Q9CWN7"
"D330037A14Rik","D330037A14Rik","Phldb1","PHLDB1","pleckstrin homology like domain, family B, member 1","9","org.Mm.eg.db","D330037A14Rik","D3Z4N0;D3Z0X5;E9PWB1;E9PWW4;E9Q307;Q6PDH0;Q80TV2"
"D430039N05Rik","D430039N05Rik","Fam171b","FAM171B","family with sequence similarity 171, member B","2","org.Mm.eg.db","D430039N05Rik","Q14CH0;Q8C756;Q8CAF3;Q8CBZ4;Q8CFT5"
"D630042P16Rik","D630042P16Rik","Ssu2","SSUH2","ssu-2 homolog","6","org.Mm.eg.db","D630042P16Rik","Q14AZ1;Q8C3L1;A0A571BFB5"
"D6Ertd245e","D6Ertd245e","Aak1","AAK1","AP2 associated kinase 1","6","org.Mm.eg.db","D6Ertd245e","B2RUJ0;Q3TY53;Q3UHJ0;Q6ZPZ6;Q80XP6"
"D6Ertd32e","D6Ertd32e","Rab11fip5","RAB11FIP5","RAB11 family interacting protein 5 (class I)","6","org.Mm.eg.db","D6Ertd32e","A0A0N4SW73;Q6ZQ33;C4IXU4;Q8R361"
"D7Bwg0611e","D7Bwg0611e","Gramd1a","GRAMD1A","GRAM domain containing 1A","7","org.Mm.eg.db","D7Bwg0611e","F8WJ74;Q3U914;Q3UD89;Q69ZH2;Q8BNF1;Q8VEF1"
"D8Wsu49e","D8Wsu49e","Itfg1","ITFG1","integrin alpha FG-GAP repeat containing 1","8","org.Mm.eg.db","D8Wsu49e","E9QQ11;Q99KW9;Q9D6X1"
"Daam1","Daam1","Daam1","DAAM1","dishevelled associated activator of morphogenesis 1","12","org.Mm.eg.db","Daam1","Q6ZQ74;Q3UHB4;Q6DFY0;Q6TAB8;Q80Y68;Q8BPM0;Q9CQQ2"
"Daam2","Daam2","Daam2","DAAM2","dishevelled associated activator of morphogenesis 2","17","org.Mm.eg.db","Daam2","E9QNU9;Q6TAB7;Q80U19;Q810J5"
"Daf1","Daf1","Cd55","CD55","CD55 molecule, decay accelerating factor for complement","1","org.Mm.eg.db","Daf1","P97732;Q3TU32;Q4FJS4;Q61397;Q61475;Q76N72;Q921P0;Q9R1C1"
"Dbi","Dbi","Dbi","DBI","diazepam binding inhibitor","1","org.Mm.eg.db","Dbi","F6ZM12;Q4VWZ5;P31786;Q3ULV8;Q548W7"
"Dclre1c","Dclre1c","Dclre1c","DCLRE1C","DNA cross-link repair 1C","2","org.Mm.eg.db","Dclre1c","Q32MX8;Q8K4J0;Q3TLT6;A2AJG6;A2AJG7;A2AJG8;Q8BG72;Q8BTT1"
"Ddit4l","Ddit4l","Ddit4l","DDIT4L","DNA-damage-inducible transcript 4-like","3","org.Mm.eg.db","Ddit4l","B2RVG4;Q8C0Z7;Q8VD49;Q8VHZ5;Q9CQV2"
"Ddx27","Ddx27","Ddx27","DDX27","DEAD box helicase 27","2","org.Mm.eg.db","Ddx27","Q3UUG2;Q8R0W3;Q8R1E2;Q921N6"
"Dedd2","Dedd2","Dedd2","DEDD2","death effector domain-containing DNA binding protein 2","7","org.Mm.eg.db","Dedd2","Q569Y9;Q8JZV1;Q8QZV0"
"Defb5","Defb5","Defb5","","defensin beta 5","8","org.Mm.eg.db","Defb5","F8VQA5;Q9EPV9"
"Dfy","Dfy","Ackr1","ACKR1","atypical chemokine receptor 1 (Duffy blood group)","1","org.Mm.eg.db","Dfy","A0A0R4J0J4;Q7TSL2"
"Dia1","Dia1","Diaph1;Cyb5r3","DIAPH1","diaphanous related formin 1; cytochrome b5 reductase 3","18;15","org.Mm.eg.db","Dia1","E9PV41;Q5DTQ4;F6XC54;O08808;Q9DCN2"
"Diras1","Diras1","Diras1","DIRAS1","DIRAS family, GTP-binding RAS-like 1","10","org.Mm.eg.db","Diras1","Q91Z61"
"Dixdc1","Dixdc1","Dixdc1","DIXDC1","DIX domain containing 1","9","org.Mm.eg.db","Dixdc1","Q80Y83;Q3TPF4;Q3UQ90;Q5DPZ2;Q5DPZ3;Q5DPZ4;Q5DPZ6;Q6ZPJ2;Q8C467;Q8R1C1"
"Dlgap2","Dlgap2","Dlgap2","DLGAP2","DLG associated protein 2","8","org.Mm.eg.db","Dlgap2","Q0VF59;Q3V2X4;Q6XBF3;Q8BJ42"
"Dmp1","Dmp1","Dmp1;Dmtf1","DMP1","dentin matrix protein 1; cyclin D binding myb like transcription factor 1","5","org.Mm.eg.db","Dmp1","O55188;Q3TZB6;V9GXX1;P70413;Q3TUR9;Q80VR8;Q8BQX6;Q8CA56;Q8CCZ0;Q8CE22"
"Dmrta1","Dmrta1","Dmrta1","DMRTA1","doublesex and mab-3 related transcription factor like family A1","4","org.Mm.eg.db","Dmrta1","A2AL09;B2RPV0;Q8CFG4"
"Dnajc5","Dnajc5","Dnajc5","DNAJC5","DnaJ heat shock protein family (Hsp40) member C5","2","org.Mm.eg.db","Dnajc5","P54101;P60904;Q921J3"
"Dnmt3a","Dnmt3a","Dnmt3a","DNMT3A","DNA methyltransferase 3A","12","org.Mm.eg.db","Dnmt3a","O88508;Q3TZK8;Q3UH24;Q8CJ60;Q922J0;Q9CSE1"
"Dok1","Dok1","Dok1","DOK1","docking protein 1","6","org.Mm.eg.db","Dok1","P97465;Q3UWF9;Q9R213"
"Dok2","Dok2","Dok2","DOK2","docking protein 2","14","org.Mm.eg.db","Dok2","O70272;O70469;Q3TX09;Q3U208;Q99KL1"
"Dscr1l2","Dscr1l2","Rcan3","RCAN3","regulator of calcineurin 3","4","org.Mm.eg.db","Dscr1l2","Q3U2I5;Q9CX87;Q9JKK0;A2A994"
"Dspp","Dspp","Dspp","DSPP","dentin sialophosphoprotein","5","org.Mm.eg.db","Dspp","E9Q9Z9"
"Dusp3","Dusp3","Dusp3","DUSP3","dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)","11","org.Mm.eg.db","Dusp3","B1AQF4;Q9D7X3"
"E030025D05Rik","E030025D05Rik","","",NA,NA,"org.Mm.eg.db","E030025D05Rik",NA
"E030030I06Rik","E030030I06Rik","E030030I06Rik","","RIKEN cDNA E030030I06 gene","10","org.Mm.eg.db","E030030I06Rik","J3QML9;Q8BLG7;F6UW72;Q8BW91"
"E030041M21Rik","E030041M21Rik","Bltp3b","BLTP3B","bridge-like lipid transfer protein family member 3B","10","org.Mm.eg.db","E030041M21Rik","A2RSJ4;B2RQV0;E9QMH4;Q8CHD4"
"E230026N22Rik","E230026N22Rik","Gimap5","GIMAP1-GIMAP5","GTPase, IMAP family member 5","6","org.Mm.eg.db","E230026N22Rik","Q501L7;Q549X3;Q8BWF2"
"E2f7","E2f7","E2f7","E2F7","E2F transcription factor 7","10","org.Mm.eg.db","E2f7","B2RWZ8;Q6S7F2;Q8BRE2;Q8BSQ3;Q8C9R3"
"E330008O22Rik","E330008O22Rik","Gtdc1","GTDC1","glycosyltransferase-like domain containing 1","2","org.Mm.eg.db","E330008O22Rik","A2AQR9;A2AQS2;A2AVU2;G8JL42;Q3TQ41;Q80US3;Q8BW56;Q8C1B8"
"E330023O18","E330023O18","Fbxw19","FBXW12","F-box and WD-40 domain protein 19","9","org.Mm.eg.db","E330023O18","Q8C2W8"
"Ear6","Ear6","Ear6","","eosinophil-associated, ribonuclease A family, member 6","14","org.Mm.eg.db","Ear6","Q923L7"
"Ebi3","Ebi3","Ebi3","EBI3","Epstein-Barr virus induced gene 3","17","org.Mm.eg.db","Ebi3","O35228;Q3U1K3"
"Efemp2","Efemp2","Efemp2","EFEMP2","epidermal growth factor-containing fibulin-like extracellular matrix protein 2","19","org.Mm.eg.db","Efemp2","G5E8D6;Q9JM06;A0A494BBF0;Q542X5;Q9WVJ9"
"Eif1a","Eif1a","Eif1a","EIF1AX","eukaryotic translation initiation factor 1A","18","org.Mm.eg.db","Eif1a","A0A494BB95;O88847;Q3UC76;Q4FJR7;Q60872;Q8R2M4;Q9CX76;Q9DB61"
